Not ^xnot++not++=Not
birthday ^nn++++=birthday
so ^rb+emph+++=so
memorable ^jj++++=memorable,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
return ^vbi++++=return
the ^ati++++=the
favour ^nn++++=favour.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
so ^ql++++=so
how ^wrb+who+whq++=how
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
about ^in++++=about
party ^nn++++=party
balloons ^vbz+++??+=balloons?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
see ^vbi+vprv+tht0++=see
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
all ^abn++++=all
decorated ^jj+++xvbn+=decorated.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sure ^jj++++=sure
they ^pp3a+pp3+++=they
ll ^vb+++??+=ll
ask ^vb++++=ask
you ^pp2+pp2+++=you
to ^to++++=to
give ^vbi++++=give
a ^at++++=a
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
s ^zz++++=s
when ^wrb+who+++=when
you ^pp2+pp2+++=you
just ^rb+emph+++=just
tear ^nn++++=tear
em ^nn+++??+=em
a ^at++++=a
new ^jj+atrb+++=new
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Have ^md"++pmd"++=Have
to ^md+nec+++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
look ^vb++++=look
good ^jj++++=good
in ^cs+sub+++=in
that ^cs"++++=that
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
later ^rbr+tm+++=later
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll,
, ^zz++++=EXTRAWORD
uh ^uh++++=uh,
, ^zz++++=EXTRAWORD
get ^vb++++=get
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
you ^pp2+pp2+++=you
in ^in++++=in
your ^pp$+pp2+++=your
birthday ^nn++++=birthday
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
Penny ^nn++++=Penny
says ^vbz+vpub+tht0++=says
everyone ^pn++++=everyone
s ^zz++++=s
there ^ex+pex+++=there.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
ready ^jj++++=ready?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
all ^abn++++=all
right ^jj++++=right?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
need ^vb++++=need
a ^at++++=a
minute ^nn++++=minute?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
m ^zz++++=m
the ^ati++++=the
one ^cd1++++=one
who ^whp+rel+subj++=who
should ^md+nec+++=should
go ^vb++++=go
in ^in+strn+++=in?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
seen ^j+++xvbn+=seen
him ^pp3o+pp3+++=him
without ^in++++=without
pants ^nns++++=pants
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
seen ^vbd+vprv++xvbn+=seen
me ^pp1o+pp1+++=me
without ^in++++=without
pants ^nns++++=pants
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
like ^vb++++=like
to ^to+vcmp+++=to
propose ^vbi++++=propose
a ^at++++=a
toast ^nn++++=toast.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
all ^rb++++=all
for ^in++++=for
coming ^xvbg+++xvbg+=coming
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
s ^zz++++=s
customary ^jj++++=customary
for ^in++++=for
the ^ati++++=the
birthday ^nn++++=birthday
boy ^nn++++=boy
to ^in++++=to
receive ^vbi++++=receive
presents ^nns++++=presents,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
like ^in++++=like
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
gift ^nn++++=gift
the ^ati++++=the
day ^nn++++=day
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
everybody ^pn++++=everybody,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
up ^rp++++=up.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
ve ^nn+++??+=ve
got ^vbd+++xvbn+=got
someone ^pn++++=someone
who ^whp+who+++=who
couldn ^nn+++??+=couldn
t ^zz++++=t
be ^vb+be+vrb++=be
here ^rn+pl+++=here
but ^cc+phrs+++=but
really ^rb+emph+++=really
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
wish ^vbi+vprv+tht0++=wish
you ^pp2+pp2+++=you
a ^at++++=a
happy ^jj+atrb+++=happy
birthday ^nn++++=birthday.
. ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday,
, ^zz++++=EXTRAWORD
dear ^jj+atrb+++=dear
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
Happy ^jj+atrb+++=Happy
birthday ^nn++++=birthday
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
been ^vprf+ben+aux+xvbn+=been
having ^vbg+hvg++xvbg+=having
any ^dti++++=any
morning ^nn++++=morning
sickness ^nns+nom+++=sickness?
? ^zz++++=EXTRAWORD
See ^vb+vprv+++=See
what ^wdt+who+whcl++=what?
? ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
wouldn ^nn+++??+=wouldn
t ^zz++++=t
you ^pp2+pp2+++=you
open ^vb++++=open
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
s ^zz++++=s
pregnant ^jj++++=pregnant,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
s ^zz++++=s
not ^xnot++not++=not
a ^at++++=a
bloodhound ^nn++++=bloodhound.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
nice ^jj+atrb+++=nice
gift ^nn++++=gift
for ^in++++=for
an ^at++++=an
astrophysicist ^nn+nom+++=astrophysicist.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
don ^npt++++=don
t ^zz++++=t
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
be ^vbi++vrb++=be
pregnant ^jj++++=pregnant
to ^to++++=to
smell ^vbi++++=smell
that ^dt+dem+++=that
load ^nn++++=load
of ^in++++=of
crap ^nn++++=crap.
. ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
let ^jj+atrb++xvbn+=let
s ^zz++++=s
find ^vb+vprv+++=find
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
things ^nns++++=things
go ^vb++++=go
for ^in+ppvb+++=for
five ^cd++++=five
hundred ^cd++++=hundred
dollars ^nns++++=dollars
and ^cc++++=and
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
sure ^jj++++=sure
you ^pp2+pp2+++=you
don ^npt++++=don
t ^zz++++=t
want ^vb++++=want
to ^to+vcmp+++=to
stay ^vbi++++=stay
here ^rn+pl+++=here
with ^in++++=with
us ^pp1o+pp1+++=us?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
fair ^jj+pred+++=fair,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard
s ^zz++++=s
idea ^nn++++=idea
was ^vbd+bedz+aux++=was
based ^vpsv++agls+xvbnx+=based
on ^in++++=on
Sheldon ^np++++=Sheldon
s ^zz++++=s
math ^nn+++??+=math.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^vb++++=hope
everything ^pn++++=everything
s ^zz++++=s
okay ^rb+dspt+++=okay.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
his ^pp$+pp3+++=his
obsessive ^jj++++=obsessive-compulsive
- ^zz++++=EXTRAWORD
compulsive ^jj+atrb+++=EXTRAWORD
disorder ^nn+nom+++=disorder.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
should ^md+nec+++=should
see ^vb+vprv+++=see
the ^ati++++=the
Valentine ^np++++=Valentine
s ^zz++++=s
Day ^nn++++=Day
card ^nn++++=card
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
understand ^vb+vprv+tht0++=understand
your ^pp$+pp2+++=your
e ^zz++++=e-mail.
- ^zz++++=EXTRAWORD
mail ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
understand ^vb+vprv+tht0++=understand
your ^pp$+pp2+++=your
e ^zz++++=e-mail.
- ^zz++++=EXTRAWORD
mail ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Deaw ^np+++??+=Deaw
Aby ^np+++??+=Aby,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
you ^pp2+pp2+++=you
pleathe ^nn+++??+=pleathe
dwive ^jj++++=dwive
be ^vb+be+vrb++=be
to ^in++++=to
the ^ati++++=the
twain ^nn+++??+=twain
thtow ^nn+++??+=thtow
thubtibe ^nn+++??+=thubtibe
tobowow ^nn+++??+=tobowow?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
get ^vb++++=get
a ^at++++=a
new ^jj+atrb+++=new
computer ^nn+nom+++=computer?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
one ^cd1++++=one
s ^zz++++=s
out ^rp+pl+++=out-of-date.
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
date ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
video ^nn+++??+=video
is ^vbz+bez+aux++=is
failing ^nvbg+++xvbg+=failing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sound ^nn++++=sound
is ^vbz+bez+aux++=is
cutting ^vbg+++xvbgx+=cutting
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
video ^nn+++??+=video
is ^vbz+bez+aux++=is
failing ^nvbg+++xvbg+=failing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sound ^nn++++=sound
is ^vbz+bez+aux++=is
cutting ^vbg+++xvbgx+=cutting
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
a ^at++++=a
new ^jj+atrb+++=new
computer ^nn+nom+++=computer.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
a ^at++++=a
new ^jj+atrb+++=new
computer ^nn+nom+++=computer.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
here ^rn+pl+++=here
as ^in++++=as
quickly ^rb++++=quickly
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
silly ^jj+pred+++=silly.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
lab ^nn++++=lab
monkey ^nn++++=monkey
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
me ^pp1o+pp1+++=me
in ^in++++=in
sign ^nn++++=sign
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry
for ^in++++=for
your ^pp$+pp2+++=your
loss ^nn++++=loss,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
something ^pn++++=something
that ^dt+pdem+++=that
might ^md+pos+++=might
make ^vb++++=make
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
you ^pp2+pp2+++=you
a ^at++++=a
new ^jj+atrb+++=new
computer ^nn+nom+++=computer.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
guy ^np++++=guy
at ^in++++=at
the ^ati++++=the
store ^nn++++=store
said ^vbd+vpub++xvbn+=said
this ^dt+dem+++=this
one ^cd1++++=one
is ^vbz+bez+vrb++=is
great ^jj+pred+++=great.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Knock ^vb++++=Knock
it ^pp3+it+++=it
off ^rp+pl+++=off
or ^cc++++=or
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
start ^vb++++=start
making ^vbg+++xvbg+=making
W ^zz++++=W-H
- ^zz++++=EXTRAWORD
h ^zz++++=EXTRAWORD
sounds ^nns++++=sounds
for ^in++++=for
words ^nns++++=words
that ^tht+rel+subj++=that
just ^rb+emph+++=just
have ^vb+hv+vrb++=have
a ^at++++=a
W ^zz++++=W.
. ^zz++++=EXTRAWORD
Whatch ^np+++??+=Whatch
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
might ^md+pos+++=might
like ^vb++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Or ^cc+cls+++=Or
you ^pp2+pp2+++=you
could ^md+pos+++=could
just ^rb+emph+splt++=just
look ^vb++++=look
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
you ^pp2+pp2+++=you
re ^in++++=re
happy ^nn++++=happy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Rick ^np+++??+=Rick
said ^vbd+vpub+tht0+xvbn+=said
you ^pp2+pp2+++=you
could ^md+pos+++=could
bring ^vb++++=bring
in ^rb+phrv+++=in
your ^pp$+pp2+++=your
old ^jj+atrb+++=old
one ^cd1++++=one
to ^in++++=to
recycle ^nn+++??+=recycle
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
store ^nn++++=store
credit ^nn++++=credit.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
why ^wrb+who+++=why
wouldn ^nn+++??+=wouldn
t ^zz++++=t
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
bout ^nn++++=bout
we ^pp1a+pp1+++=we
change ^nn++++=change
it ^pp3+it+++=it
to ^to++++=to
why ^wrb+who+++=why
you ^pp2+pp2+++=you
re ^in++++=re
being ^xvbg+++xvbg+=being
weird ^jj++++=weird
about ^in++++=about
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
tell ^vb++++=tell
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
signed ^vbd+++xvbnx+=signed
one ^cd1++++=one
before ^cs+sub+++=before
we ^pp1a+pp1+++=we
slept ^vbd+++xvbn+=slept
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you
please ^uh++++=please
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
re ^in++++=re
going ^xvbg+++xvbg+=going?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
driving ^vwbg+++xvbg+=driving
the ^ati++++=the
car ^nn++++=car.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
So ^ql++++=So
where ^wrb+who+whq++=where
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
going ^vbg+++xvbg+=going?
? ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
storage ^nn+nom+++=storage
unit ^nn++++=unit?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How
long ^rb++++=long
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^to++++=to
hold ^vbi+vprv+++=hold
that ^tht+vcmp+++=that
computer ^nn+nom+++=computer?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I
looking ^vbg+++xvbg+=looking
at ^rb++++=at?
? ^zz++++=EXTRAWORD
All ^abn++++=All
of ^in++++=of
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
that ^dt+dem+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
here ^rn+pl+++=here
to ^to++++=to
be ^vbi++vrb++=be
ashamed ^jj+pred+++=ashamed
of ^in+strn+++=of.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
need ^vb++++=need
a ^at++++=a
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
sporting ^jj+atrb+++=sporting
equipment ^nn+nom+++=equipment?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
bin ^nn++++=bin
of ^in++++=of
pine ^nn++++=pine
cones ^vbz+++??+=cones?
? ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
feel ^vb+vprv+tht0++=feel
you ^pp2+pp2+++=you
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
save ^vb++++=save
these ^dt+dem+++=these
things ^nns++++=things?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^vb+++??+=ve
saved ^vbd+++xvbn+=saved
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
weird ^jj+atrb+++=weird
things ^nns++++=things,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
microscope ^nn++++=microscope
slide ^nn++++=slide
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
bit ^nn++++=bit
of ^in++++=of
tissue ^nn++++=tissue
from ^in++++=from
the ^ati++++=the
first ^od++++=first
brain ^nn++++=brain
I ^pp1a+pp1+++=I
ever ^rb++++=ever
dissected ^jj+++xvbn+=dissected?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
not ^xnot++not++=not
a ^at++++=a
contest ^nn++++=contest.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
knows ^vbz+vprv+++=knows
about ^in++++=about
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you
for ^in++++=for
trusting ^xvbg+++xvbg+=trusting
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
s ^zz++++=s
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
emotional ^jj+atrb+++=emotional
outhouse ^nn++++=outhouse.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
ever ^rb++++=ever
decide ^vb+vprv+tht0++=decide
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do
something ^pn++++=something
about ^in++++=about
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
here ^rn+pl+++=here
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Baby ^nn++++=Baby
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
okay ^rb+dspt+++=okay?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
proud ^jj++++=proud
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
closer ^rbr++++=closer
to ^in++++=to
you ^pp2+pp2+++=you
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
in ^in++++=in
mind ^nn++++=mind?
