Coming ^vbg+++xvbg+=Coming.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
you ^pp2+pp2+++=you
should ^md+nec+++=should
just ^rb+emph+splt++=just
go ^vb++++=go.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
wrong ^jj++++=wrong?
? ^zz++++=EXTRAWORD
Wait ^vb++++=Wait.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
up ^rp++++=up,
, ^zz++++=EXTRAWORD
get ^vb++++=get
up ^rp++++=up!
! ^zz++++=EXTRAWORD
Swear ^j+++xvbn+=Swear
you ^pp2+pp2+++=you
won ^vbd+++xvbn+=won
t ^zz++++=t
tell ^vb++++=tell
Sheldon ^np++++=Sheldon
what ^wdt+who+++=what
happened ^vbd+++xvbn+=happened!
! ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure!
! ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you
all ^rb++++=all
for ^in++++=for
this ^dt+dem+++=this
high ^jj+atrb+++=high
honour ^nn++++=honour.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
to ^to+vcmp+++=to
go ^vbi++++=go
to ^in++++=to
work ^nn++++=work.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
walk ^nn++++=walk
down ^rp++++=down
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
driving ^nvbg+++xvbg+=driving
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
a ^at++++=a
brain ^nn++++=brain
scientist ^nn+nom+++=scientist.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
explain ^vb+vpub+++=explain
to ^in++++=to
me ^pp1o+pp1+++=me
why ^wrb+who+++=why
a ^at++++=a
brilliant ^jj+atrb+++=brilliant
man ^nn++++=man
likes ^nns++++=likes
playing ^vwbg+++xvbg+=playing
with ^in++++=with
toy ^nn++++=toy
trains ^vbz++++=trains?
? ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
wedding ^nn++++=wedding?
? ^zz++++=EXTRAWORD
Aw ^uh++++=Aw.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
handsome ^jj++++=handsome.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
James ^np++++=James
Bond ^np++++=Bond.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
sweetie ^nn++++=sweetie,
, ^zz++++=EXTRAWORD
guests ^nns++++=guests
don ^npt++++=don
t ^zz++++=t
normally ^rb+down+++=normally
wear ^vb++++=wear
corsages ^nns+nom+++=corsages
to ^in++++=to
a ^at++++=a
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
more ^rbr++++=more
of ^in++++=of
a ^at++++=a
prom ^nn++++=prom
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
the ^ati++++=the
corsage ^nn+nom+++=corsage
on ^in++++=on
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Ames ^np+++??+=Ames,
, ^zz++++=EXTRAWORD
hi ^uh++++=hi.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
was ^vbd+bedz+aux++=was
the ^ati++++=the
wedding ^nn++++=wedding?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
let ^jj+atrb++xvbn+=let
s ^zz++++=s
talk ^nn++++=talk.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
want ^vb++++=want
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
wine ^nn++++=wine?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
exactly ^rb++++=exactly
happened ^vbd+++xvbn+=happened?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
God ^np++++=God,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
make ^vb++++=make
a ^at++++=a
move ^nn++++=move
on ^in++++=on
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sure ^jj++++=sure
he ^pp3a+pp3+++=he
ll ^nn+++??+=ll
be ^vb+be+vrb++=be
okay ^rb+dspt+++=okay.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
gonna ^md+prd+++0=gonna
do ^vb+do+aux++=do?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^to++++=to
talk ^vbi++++=talk
to ^in++++=to
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
him ^pp3o+pp3+++=him
down ^in++++=down
easy ^jj++++=easy?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
bikini ^nn++++=bikini
region ^nn++++=region
is ^vbz+bez+vrb++=is
fine ^jj+pred+++=fine.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
poor ^jj+atrb+++=poor
guy ^np++++=guy
s ^zz++++=s
so ^pn+emph+++=so
lonely ^jj++++=lonely.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
should ^md+nec+++=should
set ^vb+++xvbn+=set
him ^pp3o+pp3+++=him
up ^rb+phrv+++=up
with ^in+ppvb+++=with
someone ^pn++++=someone.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
hello ^rb+dspt+++=hello?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
s ^zz++++=s
married ^vbd+++xvbn+=married.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
so ^ql+emph+++=so
future ^jjb+atrb+++=future
grief ^nn++++=grief-stricken
- ^zz++++=EXTRAWORD
stricken ^jj+atrb+++=EXTRAWORD
widow ^nn++++=widow
is ^vbz+bez+vrb++=is
the ^ati++++=the
one ^cd1++++=one
to ^to++++=to
beat ^vbi++++=beat.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
please ^uh++++=please?
? ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
s ^zz++++=s
not ^xnot++not++=not
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
come ^vb++++=come
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
please ^uh++++=please.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
s ^zz++++=s
someone ^pn++++=someone
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
meet ^vbi++++=meet.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
friend ^nn++++=friend
Emily ^np+++??+=Emily.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
her ^pp$+pp3+++=her
from ^in++++=from
my ^pp$+pp1+++=my
spin ^nn++++=spin
class ^nn++++=class.
. ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj,
, ^zz++++=EXTRAWORD
relax ^vb++++=relax.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
can ^md+pos+++=can
t ^zz++++=t
hear ^vb+vprv+tht0++=hear
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
s ^zz++++=s
deaf ^jj++++=deaf.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
you ^pp2+pp2+++=you
guys ^nns++++=guys
just ^rb+emph+++=just
hitting ^vbg+++xvbg+=hitting
it ^pp3+it+++=it
off ^rp+pl+++=off.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
so ^ql+emph+++=so
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Mustache ^np+++??+=Mustache
is ^vbz+bez+aux++=is
looking ^vbg+++xvbgx+=looking
good ^jj++++=good
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
Raj ^np+++??+=Raj
out ^rp+pl+++=out
with ^in++++=with
Emily ^np+++??+=Emily
again ^rb+tm+++=again?
? ^zz++++=EXTRAWORD
Wow ^nn++++=Wow,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
t ^zz++++=t
believe ^vb+vprv+tht0++=believe
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
a ^at++++=a
girlfriend ^nn+++??+=girlfriend.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
kidding ^nn++++=kidding.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wouldn ^nn+++??+=wouldn
t ^zz++++=t
do ^vb+do+vrb++=do
something ^pn++++=something
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
s ^zz++++=s
deaf ^jj++++=deaf.
. ^zz++++=EXTRAWORD
Handicapped ^jj+atrb++xvbn+=Handicapped
people ^nns++++=people
are ^vb+ber+vrb++=are
nice ^jj+pred+++=nice,
, ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
knows ^vbz+vprv+tht0++=knows
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
Wait ^vb++++=Wait,
, ^zz++++=EXTRAWORD
hang ^nn++++=hang
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Doubles ^vbz++++=Doubles.
. ^zz++++=EXTRAWORD
Roll ^nn++++=Roll
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
vastly ^rb++++=vastly
wealthy ^jj++++=wealthy?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
so ^ql++++=so
how ^wrb+who+++=how
much ^rb++++=much
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
s ^zz++++=s
got ^vbd+++xvbn+=got
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
s ^zz++++=s
a ^ap++++=a
few ^ap"++++=few
gifts ^nns++++=gifts
and ^cc++++=and
a ^at++++=a
car ^nn++++=car.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paid ^vbd+++xvbnx+=paid
off ^in+pl+++=off
her ^pp$+pp3+++=her
credit ^nn++++=credit
cards ^nns++++=cards?
? ^zz++++=EXTRAWORD
Damn ^vb++++=Damn
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
ve ^jj+++??+=ve
dated ^vwbn+++xvbn+=dated
Raj ^np+++??+=Raj
for ^in++++=for
a ^at++++=a
couple ^nn++++=couple
months ^nns++++=months.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wouldn ^nn+++??+=wouldn
t ^zz++++=t
have ^vb+hv+vrb++=have,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
that ^cs+sub+++=that
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
should ^md+nec+++=should
really ^rb+emph+++=really
talk ^nn++++=talk
to ^in++++=to
Raj ^np+++??+=Raj.
. ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
the ^ati++++=the
one ^cd1++++=one
that ^cs+sub+++=that
introduced ^vprf+++xvbn+=introduced
him ^pp3o+pp3+++=him
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
say ^vbi+vpub+tht0++=say
something ^pn++++=something.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
engaged ^nn++++=engaged
to ^in++++=to
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
re ^in++++=re
engaged ^nn++++=engaged
to ^in++++=to
my ^pp$+pp1+++=my
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
she ^pp3a+pp3+++=she
comes ^vbz++++=comes.
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
we ^pp1a+pp1+++=we
talk ^nn++++=talk
to ^in++++=to
you ^pp2+pp2+++=you
about ^in++++=about
Raj ^np+++??+=Raj?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
gosh ^nn+++??+=gosh,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I
start ^vb++++=start?
? ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj
is ^vbz+bez+vrb++=is
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
naive ^jj++++=naive.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
hasn ^nn+++??+=hasn
t ^zz++++=t
dated ^jj++++=dated
a ^at++++=a
whole ^jj+atrb+++=whole
lot ^nn++++=lot
of ^in++++=of
women ^nns++++=women.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
m ^zz++++=m
concerned ^jj+++xvbn+=concerned
that ^tht+jcmp+++=that,
, ^zz++++=EXTRAWORD
without ^in++++=without
meaning ^vb+++xvbg+=meaning
to ^to+vcmp+++=to,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
be ^vb+be+aux++=be
taking ^vbg+++xvbgx+=taking
advantage ^nn+nom+++=advantage
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
by ^in++++=by
letting ^xvbg+++xvbg+=letting
him ^pp3o+pp3+++=him
buy ^vb++++=buy
you ^pp2+pp2+++=you
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
expensive ^jj+atrb+++=expensive
things.and ^nn+++??+=things.And
I ^pp1a+pp1+++=I..
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
focus ^nn++++=focus.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
her ^pp$+pp3+++=her
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
m ^zz++++=m
saying ^vwbg+++xvbg+=saying.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
wait ^vb++++=wait
We ^pp1a+pp1+++=We
didn ^nn+++??+=didn
t ^zz++++=t
mean ^jj++++=mean
for ^in++++=for
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
an ^at++++=an
ambush ^nn+++??+=ambush.
. ^zz++++=EXTRAWORD
Just ^rb+cnj+++=Just,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
impossible ^jj++++=impossible
not ^xnot++not++=not
to ^to++++=to
sneak ^vbi++++=sneak
up ^rp++++=up
on ^in++++=on
deaf ^jj+atrb+++=deaf
people ^nns++++=people.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
hey ^uh++++=hey,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
when ^wrb+who+whq++=when
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
so ^ql+emph+++=so
chatty ^jj++++=chatty?
? ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
girl ^nn++++=girl
is ^vbz+bez+vrb++=is
trouble ^nn++++=trouble.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
kind ^rb++++=kind
of ^rb"++++=of
relationship ^nn+nom+++=relationship
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
where ^wrb+who+++=where
you ^pp2+pp2+++=you
buy ^vb++++=buy
her ^pp$+pp3+++=her
gifts ^nns++++=gifts
and ^cc++++=and
she ^pp3a+pp3+++=she
gives ^vbz++++=gives
you ^pp2+pp2+++=you
sex ^nn++++=sex?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
can ^md+pos+++=can
do ^vb+do+vrb++=do
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
Whoa ^np+++??+=Whoa,
, ^zz++++=EXTRAWORD
whoa ^nn+++??+=whoa,
, ^zz++++=EXTRAWORD
whoa ^nn+++??+=whoa,
, ^zz++++=EXTRAWORD
whoa ^nn+++??+=whoa!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
have ^vb+hv+vrb++=have
feelings ^nns+nom+++=feelings.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
cuter ^jjr+pred+++=cuter
now ^rn+tm+++=now
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
s ^zz++++=s
rich ^jj++++=rich.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
so ^ql++++=so
sorry ^uh++++=sorry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
could ^md+pos+++=could
make ^vb++++=make
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
No ^at++++=No!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
you ^pp2+pp2+++=you
go ^vb++++=go,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
pick ^vb++++=pick
it ^pp3+it+++=it
up ^rp++++=up
when ^wrb+who+++=when
you ^pp2+pp2+++=you
re ^in++++=re
ready ^nn++++=ready.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
don ^npt++++=don
t ^zz++++=t
cheap ^jj++++=cheap
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
tip ^nn++++=tip.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
all ^rb++++=all
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
re ^in++++=re
loaded ^vbd+++xvbn+=loaded
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Wait ^vb++++=Wait,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
going ^vbg+++xvbgx+=going
on ^in+strn+++=on?
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
forget ^vb+vprv+++=forget.
. ^zz++++=EXTRAWORD
Um ^uh++++=Um,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
s ^zz++++=s
this ^dt+dem+++=this
cat ^nn++++=cat
in ^in++++=in
a ^at++++=a
box ^nn++++=box
and ^cc++++=and
until ^cs+sub+++=until
you ^pp2+pp2+++=you
open ^vb++++=open
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
either ^dtx++++=either
dead ^jj++++=dead
or ^cc+phrs+++=or
alive ^jj++++=alive
or ^cc++++=or
both ^abx++++=both.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although,
, ^zz++++=EXTRAWORD
back ^jjb++++=back
in ^in++++=in
Nebraska ^np+++??+=Nebraska,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
cat ^nn++++=cat
got ^vbd+++xvbn+=got
stuck ^vbd+++xvbn+=stuck
in ^in++++=in
my ^pp$+pp1+++=my
brother ^npt++++=brother
s ^zz++++=s
camp ^npl++++=camp
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=did
not ^xnot++not++=not
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
open ^vb++++=open
it ^pp3+it+++=it
to ^to++++=to
know ^vbi+vprv+tht0++=know
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
dead ^jj+atrb+++=dead
cat ^nn++++=cat
in ^in++++=in
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Wow ^nn++++=Wow.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
God ^nn++++=God!
! ^zz++++=EXTRAWORD
Cheers ^nns++++=Cheers.
. ^zz++++=EXTRAWORD
Wil ^np+++??+=Wil
Wheaton ^np+++??+=Wheaton
is ^vbz+bez+vrb++=is
Sheldon ^np++++=Sheldon
s ^zz++++=s
mortal ^nn++++=mortal
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
Mm ^nnu++++=Mm-hmm.
- ^zz++++=EXTRAWORD
hmm ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
no ^rb+cnj+++=no,
, ^zz++++=EXTRAWORD
say ^vb+vpub+++=say
no ^rb++++=no.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh!
! ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
that ^cs+sub+++=that
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon
threw ^vbd+++xvbn+=threw
his ^pp$+pp3+++=his
back ^jjb++++=back
out ^rp+pl+++=out
handing ^vbg+++xvbg+=handing
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
book ^nn++++=book.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
just ^rb+emph+++=just
tell ^vb++++=tell
him ^pp3o+pp3+++=him
you ^pp2+pp2+++=you
made ^vbd+++xvbn+=made
a ^at++++=a
mistake ^nn++++=mistake?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
good ^jj++++=good.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
glad ^jj++++=glad
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
to ^in++++=to
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
before ^cs+sub+++=before
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
